GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup,MIN_bin
L. James - K. Love - T. Thompson - I. Shumpert - D. Liggins,CLE,18,115.8,94.6,21.2,2016-17,D. Liggins,I. Shumpert,L. James,K. Love,T. Thompson,0.559,0.046,0.109,0.0,0.0,0.443,0.034,0.0,0.678,0.0,0.087,0.0,0.0,0.206,0.396,0.52,0.443,0.983,0.615,0.37,0.0,0.405,0.566,0.04,0.659,0.0,0.0,0.5,0.263,0.725,0.662,0.764,0.839,0.928,0.937,0.296,0.396,0.198,0.84,0.963,0.716,0.656,0.688,0.481,0.0,0.277,0.639,0.789,0.754,0.0,0.849,0.826,0.0,0.225,0.447,0.897,0.149,0.168,0.028,0.617,0.559,0.667,0.329,0.0,0.412,0.0,0.0,0.794,0.0,0.0,"(16.0, 19.0]"
L. James - J. Smith - J. Calderon - K. Love - J. Crowder,CLE,354,113.3,106.3,7.0,2017-18,J. Calderon,J. Smith,J. Crowder,L. James,K. Love,0.938,0.649,0.598,0.0,0.655,0.767,0.0,0.953,0.293,0.0,0.701,0.0,0.0,0.998,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(68.0, 466.0]"
L. James - J. Smith - G. Hill - T. Thompson - C. Osman,CLE,104,112.3,116.3,-4.1,2017-18,G. Hill,J. Smith,C. Osman,L. James,T. Thompson,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,,,,,,,,,,,,,,,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(68.0, 466.0]"
L. James - J. Smith - K. Love - I. Thomas - J. Crowder,CLE,101,98.1,118.7,-20.5,2017-18,I. Thomas,J. Smith,J. Crowder,L. James,K. Love,0.2995,0.0,0.3815,0.0,0.483,0.7885,0.0,0.2215,0.831,0.634,0.527,0.0,0.0,0.2345,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(68.0, 466.0]"
L. James - J. Smith - T. Thompson - I. Thomas - J. Crowder,CLE,95,109.6,135.1,-25.6,2017-18,I. Thomas,J. Smith,J. Crowder,L. James,T. Thompson,0.2995,0.0,0.3815,0.0,0.483,0.7885,0.0,0.2215,0.831,0.634,0.527,0.0,0.0,0.2345,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(68.0, 466.0]"
L. James - D. Wade - K. Korver - C. Frye - J. Green,CLE,87,112.2,86.0,26.2,2017-18,D. Wade,K. Korver,L. James,J. Green,C. Frye,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.0,0.0,0.4375,0.2415,0.3795,0.4125,0.0,0.0285,0.4395,0.0,0.4685,0.995,0.876,"(68.0, 466.0]"
L. James - J. Smith - K. Love - I. Shumpert - J. Crowder,CLE,80,103.0,113.3,-10.2,2017-18,I. Shumpert,J. Smith,J. Crowder,L. James,K. Love,0.0,0.0,0.368,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.024,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(68.0, 466.0]"
L. James - J. Smith - D. Rose - K. Love - J. Crowder,CLE,67,106.8,125.9,-19.0,2017-18,D. Rose,J. Smith,J. Crowder,L. James,K. Love,0.0,0.0,0.4455,0.0,0.0025,0.4335,0.45,0.0,0.0,0.0,0.44,0.0,0.0,0.0545,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(43.0, 68.0]"
L. James - J. Smith - G. Hill - R. Hood - L. Nance Jr.,CLE,57,109.6,107.7,1.9,2017-18,G. Hill,J. Smith,R. Hood,L. James,L. Nance Jr.,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(43.0, 68.0]"
L. James - D. Wade - J. Smith - K. Love - J. Crowder,CLE,55,110.2,118.8,-8.6,2017-18,D. Wade,J. Smith,J. Crowder,L. James,K. Love,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(43.0, 68.0]"
L. James - J. Smith - K. Love - T. Thompson - I. Thomas,CLE,54,108.8,107.0,1.8,2017-18,I. Thomas,J. Smith,L. James,K. Love,T. Thompson,0.2995,0.0,0.3815,0.0,0.483,0.7885,0.0,0.2215,0.831,0.634,0.527,0.0,0.0,0.2345,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(43.0, 68.0]"
L. James - D. Wade - K. Korver - J. Green - K. Love,CLE,47,115.4,112.5,2.9,2017-18,D. Wade,K. Korver,L. James,J. Green,K. Love,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(43.0, 68.0]"
L. James - D. Wade - K. Korver - J. Smith - K. Love,CLE,44,123.8,84.8,39.0,2017-18,D. Wade,K. Korver,J. Smith,L. James,K. Love,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(43.0, 68.0]"
L. James - D. Wade - K. Korver - J. Green - T. Thompson,CLE,43,104.0,98.0,6.1,2017-18,D. Wade,K. Korver,L. James,J. Green,T. Thompson,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(33.0, 43.0]"
L. James - K. Korver - J. Smith - J. Green - K. Love,CLE,41,118.8,103.6,15.2,2017-18,K. Korver,J. Smith,L. James,J. Green,K. Love,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(33.0, 43.0]"
L. James - K. Korver - J. Smith - K. Love - J. Crowder,CLE,41,94.4,101.1,-6.7,2017-18,K. Korver,J. Smith,J. Crowder,L. James,K. Love,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(33.0, 43.0]"
L. James - J. Smith - K. Love - T. Thompson - J. Crowder,CLE,34,95.7,114.7,-19.0,2017-18,J. Smith,J. Crowder,L. James,K. Love,T. Thompson,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(33.0, 43.0]"
L. James - K. Korver - J. Green - K. Love - G. Hill,CLE,30,118.3,116.7,1.7,2017-18,G. Hill,K. Korver,L. James,J. Green,K. Love,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(26.0, 33.0]"
L. James - D. Wade - J. Smith - J. Green - K. Love,CLE,29,85.7,131.3,-45.6,2017-18,D. Wade,J. Smith,L. James,J. Green,K. Love,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(26.0, 33.0]"
L. James - J. Smith - D. Rose - K. Love - T. Thompson,CLE,28,108.1,96.8,11.2,2017-18,D. Rose,J. Smith,L. James,K. Love,T. Thompson,0.0,0.0,0.4455,0.0,0.0025,0.4335,0.45,0.0,0.0,0.0,0.44,0.0,0.0,0.0545,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(26.0, 33.0]"
L. James - J. Smith - G. Hill - T. Thompson - R. Hood,CLE,28,100.0,141.4,-41.4,2017-18,G. Hill,R. Hood,J. Smith,L. James,T. Thompson,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(26.0, 33.0]"
L. James - D. Wade - D. Rose - K. Love - J. Crowder,CLE,27,107.0,121.1,-14.0,2017-18,D. Rose,D. Wade,J. Crowder,L. James,K. Love,0.0,0.0,0.4455,0.0,0.0025,0.4335,0.45,0.0,0.0,0.0,0.44,0.0,0.0,0.0545,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(26.0, 33.0]"
L. James - K. Korver - J. Clarkson - R. Hood - L. Nance Jr.,CLE,27,110.0,114.8,-4.8,2017-18,J. Clarkson,K. Korver,R. Hood,L. James,L. Nance Jr.,0.735,0.46749999999999997,0.7745,0.0,0.5835,0.47950000000000004,0.1195,0.3395,0.8865000000000001,0.289,0.715,0.0,0.0,0.6595,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(26.0, 33.0]"
L. James - G. Hill - J. Clarkson - R. Hood - L. Nance Jr.,CLE,26,120.4,86.8,33.6,2017-18,G. Hill,J. Clarkson,R. Hood,L. James,L. Nance Jr.,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.735,0.46749999999999997,0.7745,0.0,0.5835,0.47950000000000004,0.1195,0.3395,0.8865000000000001,0.289,0.715,0.0,0.0,0.6595,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(23.0, 26.0]"
L. James - K. Korver - C. Frye - J. Green - C. Osman,CLE,26,135.3,103.8,31.4,2017-18,K. Korver,C. Osman,L. James,J. Green,C. Frye,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,,,,,,,,,,,,,,,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.0,0.0,0.4375,0.2415,0.3795,0.4125,0.0,0.0285,0.4395,0.0,0.4685,0.995,0.876,"(23.0, 26.0]"
L. James - J. Calderon - J. Green - K. Love - G. Hill,CLE,25,130.2,109.4,20.8,2017-18,J. Calderon,G. Hill,L. James,J. Green,K. Love,0.938,0.649,0.598,0.0,0.655,0.767,0.0,0.953,0.293,0.0,0.701,0.0,0.0,0.998,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(23.0, 26.0]"
L. James - J. Smith - J. Green - G. Hill - L. Nance Jr.,CLE,25,113.0,109.3,3.7,2017-18,G. Hill,J. Smith,L. James,J. Green,L. Nance Jr.,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(23.0, 26.0]"
L. James - D. Wade - K. Korver - J. Green - J. Crowder,CLE,24,100.0,94.2,5.8,2017-18,D. Wade,K. Korver,J. Crowder,L. James,J. Green,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,"(23.0, 26.0]"
L. James - D. Wade - K. Korver - J. Smith - J. Green,CLE,24,88.0,89.5,-1.5,2017-18,D. Wade,K. Korver,J. Smith,L. James,J. Green,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,"(23.0, 26.0]"
L. James - D. Wade - K. Korver - K. Love - J. Crowder,CLE,24,120.0,79.6,40.4,2017-18,D. Wade,K. Korver,J. Crowder,L. James,K. Love,0.821,0.359,0.8345,0.0065,0.8645,0.7905,0.4115,0.3615,0.43700000000000006,0.0,0.433,0.0,0.20149999999999998,0.48050000000000004,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(23.0, 26.0]"
L. James - J. Calderon - K. Love - R. Hood - L. Nance Jr.,CLE,22,115.2,97.8,17.4,2017-18,J. Calderon,R. Hood,L. James,K. Love,L. Nance Jr.,0.938,0.649,0.598,0.0,0.655,0.767,0.0,0.953,0.293,0.0,0.701,0.0,0.0,0.998,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(19.0, 23.0]"
L. James - J. Green - K. Love - R. Hood - C. Osman,CLE,22,119.1,140.4,-21.3,2017-18,R. Hood,C. Osman,L. James,J. Green,K. Love,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,,,,,,,,,,,,,,,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(19.0, 23.0]"
