GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup,MIN_bin
L. James - M. Morris - M. Harrell - A. Caruso - T. Horton-Tucker,LAL,28,98.4,87.5,10.9,2020-21,A. Caruso,T. Horton-Tucker,L. James,M. Morris,M. Harrell,0.585,0.66,0.48,0.365,0.783,0.433,0.253,0.032,0.721,0.0,0.139,0.0,0.0,0.738,0.955,0.758,0.578,0.498,0.49,0.793,0.026,0.248,0.443,0.729,0.661,0.0,0.963,0.097,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(26.0, 33.0]"
L. James - W. Matthews - M. Harrell - A. Caruso - K. Kuzma,LAL,25,135.3,106.0,29.3,2020-21,A. Caruso,W. Matthews,L. James,K. Kuzma,M. Harrell,0.585,0.66,0.48,0.365,0.783,0.433,0.253,0.032,0.721,0.0,0.139,0.0,0.0,0.738,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(23.0, 26.0]"
L. James - M. Morris - D. Schröder - K. Caldwell-Pope - M. Harrell,LAL,24,113.2,120.4,-7.2,2020-21,D. Schröder,K. Caldwell-Pope,L. James,M. Morris,M. Harrell,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.281,0.78,0.517,0.304,0.287,0.567,0.496,0.226,0.852,0.856,0.164,0.0,0.0,0.7,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.973,0.737,0.604,0.875,0.143,0.462,0.087,0.0,0.112,0.173,0.0,0.273,0.182,0.288,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(23.0, 26.0]"
L. James - W. Matthews - D. Schröder - M. Harrell - K. Kuzma,LAL,19,113.6,80.0,33.6,2020-21,D. Schröder,W. Matthews,L. James,K. Kuzma,M. Harrell,0.877,0.708,0.807,0.487,0.364,0.25,0.892,0.449,0.345,0.557,0.555,0.0,0.0,0.591,0.539,0.723,0.406,0.982,0.446,0.684,0.319,0.401,0.0,0.173,0.918,0.063,0.0,0.609,0.502,0.528,0.828,0.632,0.757,0.897,0.913,0.624,0.522,0.488,0.669,0.3,0.75,0.843,0.877,0.34,0.319,0.436,0.559,0.909,0.137,0.537,0.408,0.324,0.185,0.429,0.319,0.599,0.562,0.0,0.096,0.661,0.844,0.052,0.73,0.0,0.443,0.0,0.0,0.95,0.506,0.573,"(16.0, 19.0]"
L. James - R. Westbrook - A. Bradley - S. Johnson - M. Monk,LAL,89,122.9,113.5,9.4,2021-22,R. Westbrook,A. Bradley,M. Monk,L. James,S. Johnson,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.06,0.26,0.085,0.0,0.784,0.642,0.242,0.0,0.378,0.0,1.0,0.066,0.0,0.289,"(68.0, 466.0]"
L. James - R. Westbrook - S. Johnson - M. Monk - A. Reaves,LAL,75,118.0,108.0,10.0,2021-22,R. Westbrook,A. Reaves,M. Monk,L. James,S. Johnson,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.06,0.26,0.085,0.0,0.784,0.642,0.242,0.0,0.378,0.0,1.0,0.066,0.0,0.289,"(68.0, 466.0]"
L. James - C. Anthony - R. Westbrook - M. Monk - A. Reaves,LAL,62,108.3,112.8,-4.4,2021-22,R. Westbrook,A. Reaves,M. Monk,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(43.0, 68.0]"
L. James - C. Anthony - M. Monk - T. Horton-Tucker - A. Reaves,LAL,49,99.1,120.0,-20.9,2021-22,A. Reaves,T. Horton-Tucker,M. Monk,L. James,C. Anthony,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(43.0, 68.0]"
L. James - R. Westbrook - D. Jordan - A. Davis - K. Bazemore,LAL,47,98.1,112.3,-14.2,2021-22,R. Westbrook,K. Bazemore,L. James,A. Davis,D. Jordan,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.974,0.009,0.571,0.0,0.0,0.392,0.018,0.0,0.059,0.0,0.063,0.0,0.0,0.26,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,0.0,0.0,0.0,0.0,0.0,0.092,0.5760000000000001,0.0,0.0655,0.0,0.0,0.846,0.0,0.0,"(43.0, 68.0]"
L. James - D. Howard - T. Ariza - R. Westbrook - A. Bradley,LAL,43,96.6,112.5,-15.9,2021-22,R. Westbrook,A. Bradley,T. Ariza,L. James,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.0,0.837,0.418,0.0,0.0,0.895,0.285,0.0,0.0,0.0,0.0,0.054,0.0,0.043,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(33.0, 43.0]"
L. James - R. Westbrook - A. Bradley - A. Davis - T. Horton-Tucker,LAL,42,109.2,107.9,1.3,2021-22,R. Westbrook,A. Bradley,T. Horton-Tucker,L. James,A. Davis,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,"(33.0, 43.0]"
L. James - R. Westbrook - A. Bradley - A. Davis - K. Bazemore,LAL,34,98.7,97.4,1.3,2021-22,R. Westbrook,A. Bradley,K. Bazemore,L. James,A. Davis,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.974,0.009,0.571,0.0,0.0,0.392,0.018,0.0,0.059,0.0,0.063,0.0,0.0,0.26,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,"(33.0, 43.0]"
L. James - C. Anthony - R. Westbrook - A. Davis - M. Monk,LAL,31,115.4,125.0,-9.6,2021-22,R. Westbrook,M. Monk,L. James,C. Anthony,A. Davis,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,"(26.0, 33.0]"
L. James - C. Anthony - S. Johnson - M. Monk - T. Horton-Tucker,LAL,31,97.0,101.5,-4.5,2021-22,T. Horton-Tucker,M. Monk,L. James,S. Johnson,C. Anthony,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.06,0.26,0.085,0.0,0.784,0.642,0.242,0.0,0.378,0.0,1.0,0.066,0.0,0.289,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(26.0, 33.0]"
L. James - D. Howard - R. Westbrook - M. Monk - A. Reaves,LAL,30,120.6,128.1,-7.5,2021-22,R. Westbrook,A. Reaves,M. Monk,L. James,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(26.0, 33.0]"
L. James - S. Johnson - M. Monk - T. Horton-Tucker - A. Reaves,LAL,30,133.3,114.3,19.0,2021-22,A. Reaves,T. Horton-Tucker,M. Monk,L. James,S. Johnson,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.06,0.26,0.085,0.0,0.784,0.642,0.242,0.0,0.378,0.0,1.0,0.066,0.0,0.289,"(26.0, 33.0]"
L. James - C. Anthony - R. Westbrook - T. Horton-Tucker - A. Reaves,LAL,28,100.0,117.7,-17.7,2021-22,R. Westbrook,A. Reaves,T. Horton-Tucker,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(26.0, 33.0]"
L. James - R. Westbrook - D. Jordan - A. Bradley - A. Davis,LAL,28,98.3,93.4,4.9,2021-22,R. Westbrook,A. Bradley,L. James,A. Davis,D. Jordan,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,0.0,0.0,0.0,0.0,0.0,0.092,0.5760000000000001,0.0,0.0655,0.0,0.0,0.846,0.0,0.0,"(26.0, 33.0]"
L. James - C. Anthony - R. Westbrook - A. Bradley - M. Monk,LAL,26,108.5,96.5,12.0,2021-22,R. Westbrook,A. Bradley,M. Monk,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(23.0, 26.0]"
L. James - D. Howard - R. Westbrook - A. Bradley - T. Horton-Tucker,LAL,26,111.1,73.6,37.5,2021-22,R. Westbrook,A. Bradley,T. Horton-Tucker,L. James,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(23.0, 26.0]"
L. James - D. Howard - R. Westbrook - A. Bradley - M. Monk,LAL,25,128.0,116.0,12.0,2021-22,R. Westbrook,A. Bradley,M. Monk,L. James,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(23.0, 26.0]"
L. James - D. Howard - T. Ariza - R. Westbrook - A. Reaves,LAL,24,70.4,88.7,-18.3,2021-22,R. Westbrook,A. Reaves,T. Ariza,L. James,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.0,0.837,0.418,0.0,0.0,0.895,0.285,0.0,0.0,0.0,0.0,0.054,0.0,0.043,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(23.0, 26.0]"
L. James - R. Westbrook - A. Davis - S. Johnson - M. Monk,LAL,23,122.9,112.5,10.4,2021-22,R. Westbrook,M. Monk,L. James,S. Johnson,A. Davis,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.06,0.26,0.085,0.0,0.784,0.642,0.242,0.0,0.378,0.0,1.0,0.066,0.0,0.289,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,"(19.0, 23.0]"
L. James - C. Anthony - R. Westbrook - W. Ellington - T. Horton-Tucker,LAL,22,115.7,110.0,5.7,2021-22,R. Westbrook,W. Ellington,T. Horton-Tucker,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.557,0.936,0.766,0.0,0.0,0.875,0.0,0.536,0.0,0.146,0.0,0.0,0.0,0.979,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(19.0, 23.0]"
L. James - T. Ariza - R. Westbrook - A. Bradley - M. Monk,LAL,22,102.0,133.3,-31.3,2021-22,R. Westbrook,A. Bradley,M. Monk,L. James,T. Ariza,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.837,0.418,0.0,0.0,0.895,0.285,0.0,0.0,0.0,0.0,0.054,0.0,0.043,"(19.0, 23.0]"
L. James - T. Ariza - R. Westbrook - A. Davis - M. Monk,LAL,21,97.8,146.9,-49.1,2021-22,R. Westbrook,M. Monk,T. Ariza,L. James,A. Davis,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.0,0.837,0.418,0.0,0.0,0.895,0.285,0.0,0.0,0.0,0.0,0.054,0.0,0.043,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.891,0.198,0.049,0.158,0.758,0.35,0.797,0.0,0.98,0.098,0.241,0.436,0.639,0.15,"(19.0, 23.0]"
L. James - C. Anthony - R. Westbrook - M. Monk - T. Horton-Tucker,LAL,20,117.1,102.5,14.6,2021-22,R. Westbrook,T. Horton-Tucker,M. Monk,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(19.0, 23.0]"
L. James - A. Bradley - S. Johnson - M. Monk - T. Horton-Tucker,LAL,19,112.8,114.6,-1.8,2021-22,A. Bradley,T. Horton-Tucker,M. Monk,L. James,S. Johnson,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.06,0.26,0.085,0.0,0.784,0.642,0.242,0.0,0.378,0.0,1.0,0.066,0.0,0.289,"(16.0, 19.0]"
L. James - C. Anthony - D. Howard - R. Westbrook - M. Monk,LAL,19,86.4,111.6,-25.3,2021-22,R. Westbrook,M. Monk,L. James,C. Anthony,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(16.0, 19.0]"
L. James - C. Anthony - R. Westbrook - W. Ellington - I. Thomas,LAL,19,122.7,97.8,24.9,2021-22,I. Thomas,R. Westbrook,W. Ellington,L. James,C. Anthony,0.0,0.0,0.8005,0.0,0.0,0.124,0.0,0.1065,0.0,0.0,0.4345,0.0,0.0,0.5705,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.557,0.936,0.766,0.0,0.0,0.875,0.0,0.536,0.0,0.146,0.0,0.0,0.0,0.979,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(16.0, 19.0]"
L. James - D. Howard - R. Westbrook - W. Gabriel - A. Reaves,LAL,19,100.0,105.0,-5.0,2021-22,R. Westbrook,A. Reaves,L. James,W. Gabriel,D. Howard,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.136,0.187,0.807,0.24,0.511,0.604,0.687,0.507,0.523,0.853,0.774,0.882,0.0,0.39,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.0,0.0,0.0,0.0,0.252,0.615,0.564,0.0,0.276,0.0,0.0,0.125,0.0,0.184,0.0,0.0,0.0,0.109,0.354,0.846,0.425,0.0,0.264,0.0,0.0,0.751,0.888,0.899,"(16.0, 19.0]"
L. James - C. Anthony - R. Westbrook - A. Bradley - T. Horton-Tucker,LAL,17,146.3,105.1,41.2,2021-22,R. Westbrook,A. Bradley,T. Horton-Tucker,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.46,0.324,0.461,0.452,0.272,0.232,0.228,0.372,0.65,0.977,0.807,0.183,0.0,0.397,0.116,0.525,0.431,0.254,0.366,0.601,0.326,0.72,0.298,0.689,0.676,0.332,0.012,0.19,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(16.0, 19.0]"
L. James - C. Anthony - R. Westbrook - W. Ellington - M. Monk,LAL,17,144.7,128.6,16.2,2021-22,R. Westbrook,W. Ellington,M. Monk,L. James,C. Anthony,0.386,0.46,0.44,0.128,0.792,0.593,0.311,0.372,0.425,0.972,0.47,0.0,0.219,0.31,0.557,0.936,0.766,0.0,0.0,0.875,0.0,0.536,0.0,0.146,0.0,0.0,0.0,0.979,0.943,0.698,0.619,0.174,0.305,0.492,0.655,0.533,0.587,0.731,0.628,0.953,0.0,0.587,0.321,0.96,0.558,0.28,0.725,0.557,0.868,0.865,0.622,0.635,0.726,0.93,0.751,0.612,0.587,0.14,0.55,0.066,0.567,0.755,0.595,0.299,0.661,0.927,0.292,0.191,0.805,0.568,"(16.0, 19.0]"
