GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup
D. Jordan - W. Matthews - M. Kleber - J. Brunson - L. Doncic,DAL,12,107.7,112.0,-4.3,2018-19,L. Dončić,J. Brunson,W. Matthews,M. Kleber,D. Jordan,0.4,0.919,0.448,0.764,0.436,0.459,0.769,0.171,0.744,0.631,0.687,0.0,0.714,0.572,0.651,0.544,0.38,0.0,0.11,0.318,0.612,0.822,0.449,0.685,0.72,0.0,0.677,0.709,0.336,0.22549999999999998,0.44,0.0,0.1375,0.49,0.267,0.3045,0.741,0.5,0.099,0.0,0.3085,0.8035,0.174,0.989,0.099,0.31,0.565,0.788,0.849,0.0,0.404,0.724,0.0,0.273,0.613,0.699,0.0,0.2345,0.012,0.312,0.687,0.872,0.39449999999999996,0.0,0.1475,0.0,0.0,0.9255,0.47600000000000003,0.0
D. Nowitzki - D. Harris - T. Burke - D. Powell - L. Doncic,DAL,12,92.6,119.2,-26.6,2018-19,L. Dončić,T. Burke,D. Harris,D. Nowitzki,D. Powell,0.4,0.919,0.448,0.764,0.436,0.459,0.769,0.171,0.744,0.631,0.687,0.0,0.714,0.572,0.40900000000000003,0.7675000000000001,0.5885,0.0,0.278,0.5705,0.0,0.8375,0.405,0.47450000000000003,0.8905000000000001,0.0,0.0,0.536,0.526,0.559,0.219,0.0,0.965,0.624,0.41,0.045,0.629,0.741,0.327,0.0,0.0,0.626,0.0,0.0,0.0,0.343,0.565,0.32,0.0,0.0,0.529,0.207,0.0,0.181,0.309,0.64,0.971,0.208,0.495,0.601,0.429,0.266,0.922,0.0,0.852,0.631,0.0,0.903,0.227,0.576
J. Barea - D. Powell - M. Kleber - J. Brunson - L. Doncic,DAL,12,120.7,109.7,11.0,2018-19,L. Dončić,J. Barea,J. Brunson,M. Kleber,D. Powell,0.4,0.919,0.448,0.764,0.436,0.459,0.769,0.171,0.744,0.631,0.687,0.0,0.714,0.572,0.746,0.232,0.762,0.0,0.925,0.401,0.0,0.158,0.086,0.091,0.766,0.0,0.0,0.079,0.651,0.544,0.38,0.0,0.11,0.318,0.612,0.822,0.449,0.685,0.72,0.0,0.677,0.709,0.174,0.989,0.099,0.31,0.565,0.788,0.849,0.0,0.404,0.724,0.0,0.273,0.613,0.699,0.971,0.208,0.495,0.601,0.429,0.266,0.922,0.0,0.852,0.631,0.0,0.903,0.227,0.576
T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,12,116.0,84.6,31.4,2018-19,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,D. Powell,0.4,0.919,0.448,0.764,0.436,0.459,0.769,0.171,0.744,0.631,0.687,0.0,0.714,0.572,0.3245,0.42800000000000005,0.4135,0.0,0.3055,0.562,0.469,0.5509999999999999,0.4885,0.381,0.7965,0.0,0.9435,0.3625,0.321,0.813,0.708,0.23,0.284,0.591,0.419,0.465,0.216,0.504,0.082,0.734,0.0,0.352,0.174,0.989,0.099,0.31,0.565,0.788,0.849,0.0,0.404,0.724,0.0,0.273,0.613,0.699,0.971,0.208,0.495,0.601,0.429,0.266,0.922,0.0,0.852,0.631,0.0,0.903,0.227,0.576
W. Matthews - H. Barnes - D. Powell - D. Smith Jr. - L. Doncic,DAL,12,135.7,103.6,32.1,2018-19,L. Dončić,D. Smith Jr.,W. Matthews,H. Barnes,D. Powell,0.4,0.919,0.448,0.764,0.436,0.459,0.769,0.171,0.744,0.631,0.687,0.0,0.714,0.572,0.6,0.352,0.371,0.099,0.7065,0.669,0.0885,0.4315,0.3785,0.2285,0.40549999999999997,0.0,0.0,0.3585,0.336,0.22549999999999998,0.44,0.0,0.1375,0.49,0.267,0.3045,0.741,0.5,0.099,0.0,0.3085,0.8035,0.7515000000000001,0.4025,0.5525,0.2345,0.7825,0.226,0.068,0.2095,0.569,0.47200000000000003,0.3075,0.44,0.4975,0.8575,0.971,0.208,0.495,0.601,0.429,0.266,0.922,0.0,0.852,0.631,0.0,0.903,0.227,0.576
T. Hardaway Jr. - D. Powell - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,205,120.3,109.3,11.0,2019-20,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - S. Curry - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,161,119.8,111.4,8.4,2019-20,L. Dončić,S. Curry,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,97,128.3,93.5,34.8,2019-20,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - M. Kleber - L. Doncic,DAL,87,109.0,122.4,-13.4,2019-20,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - K. Porziņģis - D. Finney-Smith - M. Kleber - L. Doncic,DAL,70,105.4,112.4,-7.0,2019-20,L. Dončić,S. Curry,D. Finney-Smith,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - D. Powell - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,66,114.7,108.3,6.4,2019-20,L. Dončić,S. Curry,D. Finney-Smith,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - S. Curry - K. Porziņģis - M. Kleber - L. Doncic,DAL,58,110.1,102.3,7.8,2019-20,L. Dončić,S. Curry,T. Hardaway Jr.,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,DAL,54,93.1,105.3,-12.2,2019-20,L. Dončić,S. Curry,D. Wright,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Hardaway Jr. - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,DAL,36,101.2,92.0,9.1,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
J. Barea - T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,33,100.0,92.3,7.7,2019-20,L. Dončić,J. Barea,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.0,0.856,0.317,0.0,0.991,0.378,0.0,0.443,0.0,0.0,0.659,0.0,0.0,0.721,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - S. Curry - D. Finney-Smith - M. Kleber - L. Doncic,DAL,32,126.4,105.6,20.8,2019-20,L. Dončić,S. Curry,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Hardaway Jr. - T. Burke - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,31,131.7,128.6,3.2,2019-20,L. Dončić,T. Burke,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.2185,0.0,0.5185,0.0,0.0,0.1895,0.0,0.4105,0.0,0.0,0.331,0.0,0.0,0.7215,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - K. Porziņģis - D. Wright - D. Finney-Smith - L. Doncic,DAL,28,118.2,100.0,18.2,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - D. Powell - D. Wright - D. Finney-Smith - L. Doncic,DAL,26,100.0,116.1,-16.1,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
J. Barea - D. Powell - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,24,116.3,127.1,-10.8,2019-20,L. Dončić,J. Barea,D. Finney-Smith,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.0,0.856,0.317,0.0,0.991,0.378,0.0,0.443,0.0,0.0,0.659,0.0,0.0,0.721,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
K. Porziņģis - D. Wright - M. Kleber - J. Brunson - L. Doncic,DAL,23,111.3,112.7,-1.4,2019-20,L. Dončić,J. Brunson,D. Wright,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.339,0.956,0.209,0.0,0.05,0.362,0.0,0.774,0.678,0.747,0.72,0.0,0.0,0.488,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,23,141.3,108.7,32.6,2019-20,L. Dončić,S. Curry,D. Finney-Smith,M. Kleber,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
T. Hardaway Jr. - S. Curry - D. Powell - K. Porziņģis - L. Doncic,DAL,22,102.0,84.6,17.3,2019-20,L. Dončić,S. Curry,T. Hardaway Jr.,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - K. Porziņģis - D. Wright - M. Kleber - L. Doncic,DAL,21,95.9,84.4,11.5,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
D. Powell - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,20,93.0,107.3,-14.3,2019-20,L. Dončić,J. Brunson,D. Finney-Smith,M. Kleber,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.339,0.956,0.209,0.0,0.05,0.362,0.0,0.774,0.678,0.747,0.72,0.0,0.0,0.488,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
C. Lee - T. Hardaway Jr. - K. Porziņģis - M. Kleber - L. Doncic,DAL,19,107.1,109.5,-2.4,2019-20,L. Dončić,C. Lee,T. Hardaway Jr.,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.81,0.0,0.929,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.825,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
D. Powell - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,DAL,19,134.1,84.6,49.5,2019-20,L. Dončić,D. Wright,D. Finney-Smith,M. Kleber,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
S. Curry - D. Finney-Smith - J. Jackson - M. Kleber - L. Doncic,DAL,19,95.3,121.4,-26.1,2019-20,L. Dončić,S. Curry,J. Jackson,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Hardaway Jr. - T. Burke - D. Finney-Smith - M. Kleber - L. Doncic,DAL,19,110.0,95.2,14.8,2019-20,L. Dončić,T. Burke,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.2185,0.0,0.5185,0.0,0.0,0.1895,0.0,0.4105,0.0,0.0,0.331,0.0,0.0,0.7215,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
S. Curry - B. Marjanović - D. Finney-Smith - M. Kleber - L. Doncic,DAL,18,126.3,126.2,0.1,2019-20,L. Dončić,S. Curry,D. Finney-Smith,M. Kleber,B. Marjanović,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.0,0.0,0.0,0.152,0.0,0.88,0.982,0.0,0.22,0.0,0.0,0.72,0.618,0.0
S. Curry - K. Porziņģis - J. Jackson - M. Kleber - L. Doncic,DAL,18,105.3,94.6,10.7,2019-20,L. Dončić,S. Curry,J. Jackson,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
D. Powell - K. Porziņģis - D. Wright - D. Finney-Smith - L. Doncic,DAL,17,80.0,122.9,-42.9,2019-20,L. Dončić,D. Wright,D. Finney-Smith,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - K. Porziņģis - D. Wright - M. Kleber - L. Doncic,DAL,17,116.2,105.1,11.1,2019-20,L. Dončić,S. Curry,D. Wright,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
