GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup
R. Bullock Jr. - T. Hardaway Jr. - K. Porziņģis - J. Brunson - L. Doncic,DAL,15,132.1,92.9,39.3,2021-22,L. Dončić,J. Brunson,T. Hardaway Jr.,R. Bullock Jr.,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
R. Bullock Jr. - T. Hardaway Jr. - M. Chriss - L. Doncic - J. Green,DAL,15,103.4,86.7,16.8,2021-22,L. Dončić,J. Green,R. Bullock Jr.,T. Hardaway Jr.,M. Chriss,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.0,0.0,0.0,0.0,0.0,0.678,0.205,0.0,0.029,0.0,0.0,0.74,0.0,0.537
T. Burke - D. Finney-Smith - M. Kleber - L. Doncic - J. Green,DAL,15,111.8,134.4,-22.6,2021-22,L. Dončić,T. Burke,J. Green,D. Finney-Smith,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.094,0.0,0.896,0.0,0.0,0.133,0.0,0.021,0.0,0.0,0.372,0.0,0.0,0.76,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
R. Bullock Jr. - M. Chriss - D. Finney-Smith - L. Doncic - J. Green,DAL,14,141.4,103.4,37.9,2021-22,L. Dončić,J. Green,R. Bullock Jr.,D. Finney-Smith,M. Chriss,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.678,0.205,0.0,0.029,0.0,0.0,0.74,0.0,0.537
D. Powell - K. Porziņģis - D. Finney-Smith - J. Brunson - L. Doncic,DAL,13,50.0,96.3,-46.3,2021-22,L. Dončić,J. Brunson,D. Finney-Smith,K. Porziņģis,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
T. Hardaway Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,DAL,13,130.0,103.2,26.8,2021-22,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,W. Cauley-Stein,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Bullock Jr. - T. Hardaway Jr. - S. Dinwiddie - C. Wood - L. Doncic,DAL,198,114.0,117.5,-3.5,2022-23,L. Dončić,S. Dinwiddie,R. Bullock Jr.,T. Hardaway Jr.,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
T. Hardaway Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith - L. Doncic,DAL,171,126.4,121.5,4.9,2022-23,L. Dončić,S. Dinwiddie,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
R. Bullock Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith - L. Doncic,DAL,162,115.6,106.6,9.0,2022-23,L. Dončić,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
K. Irving - R. Bullock Jr. - D. Powell - L. Doncic - J. Green,DAL,90,120.5,116.6,3.9,2022-23,L. Dončić,K. Irving,J. Green,R. Bullock Jr.,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.5680000000000001,0.5894999999999999,0.5235,0.4465,0.38849999999999996,0.6775,0.7044999999999999,0.48750000000000004,0.858,0.6865,0.8999999999999999,0.0,0.3055,0.54,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
K. Irving - R. Bullock Jr. - T. Hardaway Jr. - D. Powell - L. Doncic,DAL,73,132.2,117.6,14.6,2022-23,L. Dončić,K. Irving,R. Bullock Jr.,T. Hardaway Jr.,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.5680000000000001,0.5894999999999999,0.5235,0.4465,0.38849999999999996,0.6775,0.7044999999999999,0.48750000000000004,0.858,0.6865,0.8999999999999999,0.0,0.3055,0.54,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
J. McGee - R. Bullock Jr. - S. Dinwiddie - D. Finney-Smith - L. Doncic,DAL,67,101.4,112.1,-10.7,2022-23,L. Dončić,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,J. McGee,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.0,0.0,0.0,0.0,0.646,0.517,0.0,0.0,0.0,0.0,0.391,0.0,0.0
R. Bullock Jr. - S. Dinwiddie - C. Wood - D. Finney-Smith - L. Doncic,DAL,61,98.4,127.8,-29.4,2022-23,L. Dončić,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
T. Hardaway Jr. - C. Wood - M. Kleber - L. Doncic - J. Green,DAL,57,130.2,108.9,21.4,2022-23,L. Dončić,J. Green,T. Hardaway Jr.,M. Kleber,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
K. Irving - R. Bullock Jr. - T. Hardaway Jr. - M. Kleber - L. Doncic,DAL,49,114.3,117.0,-2.7,2022-23,L. Dončić,K. Irving,R. Bullock Jr.,T. Hardaway Jr.,M. Kleber,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.5680000000000001,0.5894999999999999,0.5235,0.4465,0.38849999999999996,0.6775,0.7044999999999999,0.48750000000000004,0.858,0.6865,0.8999999999999999,0.0,0.3055,0.54,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55
R. Bullock Jr. - S. Dinwiddie - D. Finney-Smith - M. Kleber - L. Doncic,DAL,47,94.1,125.8,-31.7,2022-23,L. Dončić,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,M. Kleber,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55
T. Hardaway Jr. - S. Dinwiddie - D. Powell - C. Wood - L. Doncic,DAL,41,138.6,110.8,27.7,2022-23,L. Dončić,S. Dinwiddie,T. Hardaway Jr.,D. Powell,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
T. Hardaway Jr. - C. Wood - D. Finney-Smith - M. Kleber - L. Doncic,DAL,40,105.0,107.1,-2.1,2022-23,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
R. Bullock Jr. - C. Wood - M. Kleber - L. Doncic - J. Green,DAL,38,115.9,96.6,19.3,2022-23,L. Dončić,J. Green,R. Bullock Jr.,M. Kleber,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
T. Hardaway Jr. - C. Wood - D. Finney-Smith - L. Doncic - J. Green,DAL,35,129.7,86.3,43.4,2022-23,L. Dončić,J. Green,T. Hardaway Jr.,D. Finney-Smith,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
T. Hardaway Jr. - S. Dinwiddie - C. Wood - D. Finney-Smith - L. Doncic,DAL,34,115.2,120.9,-5.7,2022-23,L. Dončić,S. Dinwiddie,T. Hardaway Jr.,D. Finney-Smith,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
K. Irving - J. Holiday - R. Bullock Jr. - D. Powell - L. Doncic,DAL,30,111.1,116.7,-5.6,2022-23,L. Dončić,K. Irving,R. Bullock Jr.,J. Holiday,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.5680000000000001,0.5894999999999999,0.5235,0.4465,0.38849999999999996,0.6775,0.7044999999999999,0.48750000000000004,0.858,0.6865,0.8999999999999999,0.0,0.3055,0.54,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.327,0.562,0.669,0.684,0.552,0.44,0.196,0.161,0.817,0.097,0.791,0.0,0.563,0.595,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
R. Bullock Jr. - T. Hardaway Jr. - D. Powell - L. Doncic - J. Green,DAL,30,126.1,100.0,26.1,2022-23,L. Dončić,J. Green,R. Bullock Jr.,T. Hardaway Jr.,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
R. Bullock Jr. - T. Hardaway Jr. - S. Dinwiddie - D. Powell - L. Doncic,DAL,30,128.8,98.6,30.2,2022-23,L. Dončić,S. Dinwiddie,R. Bullock Jr.,T. Hardaway Jr.,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
T. Hardaway Jr. - S. Dinwiddie - C. Wood - F. Ntilikina - L. Doncic,DAL,30,131.1,121.7,9.5,2022-23,L. Dončić,F. Ntilikina,S. Dinwiddie,T. Hardaway Jr.,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.258,0.21,0.515,0.0,0.475,0.875,0.0,0.102,0.02,0.0,0.96,0.0,0.0,0.115,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
K. Irving - T. Hardaway Jr. - D. Powell - L. Doncic - J. Green,DAL,27,114.0,91.1,23.0,2022-23,L. Dončić,K. Irving,J. Green,T. Hardaway Jr.,D. Powell,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.5680000000000001,0.5894999999999999,0.5235,0.4465,0.38849999999999996,0.6775,0.7044999999999999,0.48750000000000004,0.858,0.6865,0.8999999999999999,0.0,0.3055,0.54,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.0,0.38,0.19,0.64,0.554,0.751,0.0,0.317,0.0,0.0,0.938,0.0,0.006
R. Bullock Jr. - T. Hardaway Jr. - C. Wood - D. Finney-Smith - L. Doncic,DAL,23,116.3,115.7,0.6,2022-23,L. Dončić,R. Bullock Jr.,T. Hardaway Jr.,D. Finney-Smith,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
R. Bullock Jr. - T. Hardaway Jr. - C. Wood - M. Kleber - L. Doncic,DAL,23,115.7,123.1,-7.4,2022-23,L. Dončić,R. Bullock Jr.,T. Hardaway Jr.,M. Kleber,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
T. Hardaway Jr. - S. Dinwiddie - D. Finney-Smith - M. Kleber - L. Doncic,DAL,21,104.5,112.2,-7.6,2022-23,L. Dončić,S. Dinwiddie,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.653,0.8245,0.5435,0.1995,0.6114999999999999,0.41650000000000004,0.0,0.3045,0.5589999999999999,0.042,0.5985,0.0,0.494,0.6045,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55
R. Bullock Jr. - T. Hardaway Jr. - D. Finney-Smith - M. Kleber - L. Doncic,DAL,20,125.6,120.0,5.6,2022-23,L. Dončić,R. Bullock Jr.,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.341,0.597,0.558,0.967,0.398,0.29,0.989,0.0,0.859,0.805,0.0,0.865,0.0,0.626,0.332,0.176,0.259,0.389,0.581,0.519,0.925,0.446,0.658,0.952,0.292,0.486,0.0,0.695,0.2495,0.609,0.14550000000000002,0.129,0.3175,0.383,0.399,0.0,0.5814999999999999,0.0,0.0,0.255,0.0,0.23299999999999998,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55
C. Wood - M. Kleber - L. Doncic - J. Green - J. Hardy,DAL,19,104.7,145.2,-40.6,2022-23,L. Dončić,J. Hardy,J. Green,M. Kleber,C. Wood,0.603,0.073,0.1,0.045,0.827,0.685,0.407,0.471,0.832,0.342,0.895,0.0,0.844,0.485,0.974,0.122,0.622,0.0,0.0,0.71,0.0,0.321,0.393,0.974,0.523,0.0,0.0,0.802,0.62,0.582,0.98,0.045,0.849,0.054,0.795,0.0,0.06,0.0,0.0,0.149,0.198,0.945,0.0,0.924,0.045,0.985,0.81,0.865,0.731,0.0,0.519,0.0,0.0,0.359,0.0,0.55,0.049,0.0,0.225,0.207,0.303,0.51,0.358,0.0,0.44,0.704,0.674,0.931,0.659,0.836
