PLAYER_NAME,Player_Abbrev,SeasonYear,Defensive_Handoff,Defensive_OffScreen,Defensive_PRBallHandler,Defensive_PRRollMan,Defensive_Postup,Defensive_Spotup,Offensive_Cut,Offensive_Handoff,Offensive_Misc,Offensive_OffScreen,Offensive_PRBallHandler,Offensive_PRRollMan,Offensive_Postup,Offensive_Spotup
Myles Turner,M. Turner,2018-19,0.0,0.0,0.995,0.686,0.688,0.256,0.279,0.0,0.352,0.0,0.0,0.417,0.348,0.494
Myles Turner,M. Turner,2019-20,0.055,0.574,0.053,0.189,0.603,0.247,0.365,0.0,0.292,0.0,0.0,0.415,0.561,0.689
Myles Turner,M. Turner,2020-21,0.0,0.0,0.355,0.733,0.432,0.388,0.769,0.168,0.224,0.0,0.0,0.824,0.481,0.472
Myles Turner,M. Turner,2021-22,0.0,0.0,0.0,0.566,0.699,0.073,0.762,0.052,0.135,0.0,0.0,0.615,0.893,0.773
Myles Turner,M. Turner,2022-23,0.0,0.006,0.077,0.697,0.585,0.635,0.818,0.954,0.339,0.704,0.0,0.703,0.8,0.669
Myles Turner,M. Turner,2023-24,0.949,0.629,0.0,0.0,0.26,0.589,0.0,0.032,0.16,0.0,0.0,0.873,0.742,0.389
Myles Turner,M. Turner,2024-25,0.0,0.12,0.586,0.321,0.83,0.73,0.354,0.782,0.213,0.0,0.0,0.0,0.692,0.648
Naji Marshall,N. Marshall,2020-21,0.105,0.511,0.639,0.0,0.926,0.698,0.272,0.337,0.496,0.0,0.048,0.0,0.0,0.611
Naji Marshall,N. Marshall,2021-22,0.0,0.579,0.394,0.0,0.18,0.18,0.178,0.969,0.873,0.0,0.357,0.0,0.0,0.062
Naji Marshall,N. Marshall,2022-23,0.545,0.6,0.254,0.379,0.235,0.077,0.116,0.609,0.329,0.0,0.206,0.633,0.0,0.528
Naji Marshall,N. Marshall,2023-24,0.764,0.0,0.358,0.758,0.0,0.0,0.729,0.229,0.714,0.0,0.293,0.0,0.0,0.826
Naji Marshall,N. Marshall,2024-25,0.0,0.475,0.135,0.933,0.529,0.484,0.697,0.357,0.59,0.0,0.804,0.032,0.0,0.363
Nassir Little,N. Little,2019-20,0.061,0.059,0.788,0.0,0.023,0.278,0.706,0.0,0.249,0.0,0.0,0.0,0.0,0.299
Nassir Little,N. Little,2020-21,0.186,0.607,0.161,0.0,0.0,0.353,0.243,0.932,0.0,0.819,0.587,0.0,0.0,0.466
Nassir Little,N. Little,2021-22,0.222,0.238,0.876,0.787,0.519,0.678,0.338,0.317,0.736,0.986,0.982,0.0,0.0,0.576
Nassir Little,N. Little,2022-23,0.62,0.003,0.19,0.0,0.054,0.14,0.149,0.896,0.112,0.862,0.123,0.0,0.0,0.639
Nassir Little,N. Little,2023-24,0.983,0.063,0.015,0.0,0.0,0.814,0.0,0.315,0.343,0.0,0.0,0.0,0.0,0.456
Nate Williams,N. Williams,2022-23,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297
Nathan Mensah,N. Mensah,2023-24,0.0,0.0,0.579,0.0,0.006,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0
Naz Mitrou-Long,N. Mitrou-Long,2019-20,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naz Reid,N. Reid,2019-20,0.0,0.0,0.0,0.011,0.124,0.969,0.685,0.0,0.035,0.0,0.0,0.207,0.194,0.84
Naz Reid,N. Reid,2020-21,0.0,0.124,0.075,0.725,0.514,0.369,0.769,0.025,0.478,0.0,0.0,0.592,0.25,0.455
Naz Reid,N. Reid,2021-22,0.834,0.0,0.0,0.25,0.279,0.385,0.513,0.0,0.471,0.0,0.0,0.591,0.272,0.326
Naz Reid,N. Reid,2022-23,0.198,0.0,0.329,0.592,0.014,0.497,0.517,0.538,0.566,0.181,0.0,0.536,0.24,0.495
Naz Reid,N. Reid,2023-24,0.451,0.545,0.81,0.358,0.672,0.412,0.147,0.436,0.449,0.185,0.961,0.652,0.079,0.0
Naz Reid,N. Reid,2024-25,0.0,0.982,0.0,0.912,0.375,0.61,0.333,0.764,0.469,0.729,0.449,0.448,0.623,0.521
Neemias Queta,N. Queta,2023-24,0.0,0.0,0.538,0.496,0.0,0.542,0.729,0.0,0.0,0.0,0.0,0.924,0.02,0.0
Neemias Queta,N. Queta,2024-25,0.0,0.0,0.565,0.656,0.908,0.66,0.682,0.0,0.114,0.0,0.0,0.613,0.0,0.0
Nemanja Bjelica,N. Bjelica,2015-16,0.0,0.286,0.05,0.594,0.255,0.538,0.992,0.0,0.301,0.0,0.0,0.959,0.179,0.608
Nemanja Bjelica,N. Bjelica,2016-17,0.149,0.589,0.111,0.925,0.855,0.452,0.65,0.0,0.508,0.0,0.024,0.372,0.0,0.394
Nemanja Bjelica,N. Bjelica,2017-18,0.883,0.21,0.947,0.833,0.681,0.517,0.626,0.0,0.342,0.55,0.185,0.907,0.0,0.786
Nemanja Bjelica,N. Bjelica,2018-19,0.147,0.561,0.137,0.552,0.357,0.863,0.587,0.951,0.547,0.631,0.021,0.843,0.404,0.542
Nemanja Bjelica,N. Bjelica,2019-20,0.132,0.769,0.25,0.413,0.312,0.698,0.799,0.0,0.474,0.297,0.415,0.77,0.252,0.932
Nemanja Bjelica,N. Bjelica,2020-21,0.0,0.0,0.0,0.3305,0.4845,0.248,0.216,0.0,0.0,0.0,0.0,0.021,0.494,0.1995
Nemanja Bjelica,N. Bjelica,2021-22,0.191,0.0,0.334,0.525,0.839,0.584,0.85,0.0,0.295,0.583,0.0,0.412,0.201,0.349
Nene,Nene,2015-16,0.0,0.0,0.0,0.601,0.884,0.171,0.655,0.0,0.341,0.0,0.0,0.393,0.653,0.099
Nene,Nene,2016-17,0.0,0.718,0.0,0.086,0.918,0.989,0.72,0.0,0.644,0.0,0.0,0.903,0.112,0.596
Nene,Nene,2017-18,0.0,0.0,0.0,0.456,0.363,0.451,0.207,0.0,0.593,0.0,0.0,0.454,0.966,0.103
Nene,Nene,2018-19,0.0,0.0,0.0,0.616,0.763,0.293,0.08,0.0,0.0,0.0,0.0,0.745,0.246,0.022
Nerlens Noel,N. Noel,2015-16,0.0,0.128,0.0,0.437,0.242,0.187,0.328,0.0,0.17,0.0,0.0,0.342,0.206,0.049
Nerlens Noel,N. Noel,2016-17,0.0,0.0,0.0,0.4575,0.34550000000000003,0.175,0.3765,0.0,0.8565,0.0,0.0,0.7495,0.0,0.0505
Nerlens Noel,N. Noel,2017-18,0.0,0.0,0.0,0.456,0.789,0.633,0.656,0.0,0.159,0.0,0.0,0.459,0.0,0.0
Nerlens Noel,N. Noel,2018-19,0.0,0.0,0.0,0.906,0.213,0.908,0.456,0.0,0.529,0.0,0.0,0.293,0.0,0.402
Nerlens Noel,N. Noel,2019-20,0.0,0.0,0.103,0.724,0.627,0.571,0.593,0.0,0.577,0.0,0.0,0.88,0.0,0.045
Nerlens Noel,N. Noel,2020-21,0.0,0.0,0.389,0.073,0.719,0.937,0.23,0.0,0.281,0.0,0.0,0.496,0.0,0.231
Nerlens Noel,N. Noel,2021-22,0.0,0.0,0.0,0.188,0.045,0.169,0.223,0.0,0.661,0.0,0.0,0.642,0.0,0.0
Nerlens Noel,N. Noel,2022-23,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.0,0.0,0.186,0.0,0.0
Nic Claxton,N. Claxton,2019-20,0.0,0.0,0.0,0.0,0.0,0.547,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.011
Nic Claxton,N. Claxton,2020-21,0.0,0.0,0.67,0.0,0.949,0.856,0.706,0.0,0.066,0.0,0.0,0.357,0.0,0.079
Nic Claxton,N. Claxton,2021-22,0.92,0.0,0.172,0.263,0.499,0.16,0.723,0.0,0.198,0.0,0.0,0.49,0.0,0.0
Nic Claxton,N. Claxton,2022-23,0.689,0.718,0.105,0.472,0.156,0.692,0.519,0.0,0.217,0.0,0.0,0.897,0.677,0.781
Nic Claxton,N. Claxton,2023-24,0.692,0.011,0.459,0.165,0.624,0.728,0.257,0.0,0.314,0.0,0.0,0.562,0.841,0.749
Nic Claxton,N. Claxton,2024-25,0.0,0.0,0.491,0.583,0.655,0.299,0.294,0.0,0.154,0.0,0.096,0.407,0.085,0.097
Nick Collison,N. Collison,2015-16,0.0,0.039,0.0,0.928,0.824,0.134,0.04,0.0,0.078,0.0,0.0,0.297,0.0,0.0
Nick Richards,N. Richards,2022-23,0.0,0.966,0.0,0.269,0.309,0.135,0.834,0.0,0.415,0.0,0.0,0.873,0.06,0.943
Nick Richards,N. Richards,2023-24,0.0,0.0,0.693,0.492,0.0,0.144,0.572,0.0,0.255,0.0,0.0,0.841,0.974,0.0
Nick Richards,N. Richards,2024-25,0.0,0.0,0.5015000000000001,0.3215,0.1765,0.058499999999999996,0.063,0.0,0.0495,0.0,0.0,0.792,0.004,0.0
Nick Smith Jr.,N. Smith Jr.,2023-24,0.692,0.294,0.624,0.0,0.0,0.132,0.027,0.229,0.0,0.0,0.182,0.0,0.0,0.693
Nick Smith Jr.,N. Smith Jr.,2024-25,0.107,0.833,0.074,0.0,0.088,0.81,0.0,0.081,0.137,0.171,0.474,0.089,0.0,0.0
Nick Young,N. Young,2015-16,0.098,0.235,0.906,0.0,0.847,0.222,0.0,0.873,0.949,0.227,0.797,0.0,0.0,0.503
Nick Young,N. Young,2016-17,0.288,0.11,0.276,0.0,0.211,0.111,0.675,0.95,0.229,0.621,0.937,0.0,0.0,0.833
Nick Young,N. Young,2017-18,0.508,0.914,0.796,0.0,0.56,0.522,0.964,0.292,0.11,0.675,0.458,0.0,0.0,0.6
Nickeil Alexander-Walker,N. Alexander-Walker,2019-20,0.569,0.637,0.078,0.0,0.0,0.033,0.0,0.984,0.0,0.186,0.184,0.0,0.0,0.716
Nickeil Alexander-Walker,N. Alexander-Walker,2020-21,0.347,0.186,0.674,0.786,0.231,0.179,0.0,0.572,0.546,0.082,0.464,0.0,0.0,0.431
Nickeil Alexander-Walker,N. Alexander-Walker,2021-22,0.46,0.451,0.5695,0.0975,0.009,0.1755,0.0685,0.142,0.189,0.153,0.3925,0.0,0.0,0.448
Nickeil Alexander-Walker,N. Alexander-Walker,2022-23,0.1965,0.8625,0.1805,0.411,0.033,0.14400000000000002,0.0,0.3045,0.177,0.3715,0.748,0.0,0.0,0.7625
Nickeil Alexander-Walker,N. Alexander-Walker,2023-24,0.882,0.747,0.891,0.381,0.669,0.39,0.0,0.667,0.597,0.784,0.143,0.0,0.0,0.875
Nickeil Alexander-Walker,N. Alexander-Walker,2024-25,0.757,0.743,0.383,0.0,0.399,0.404,0.682,0.077,0.5,0.333,0.087,0.0,0.0,0.0
Nico Mannion,N. Mannion,2020-21,0.982,0.0,0.157,0.0,0.119,0.301,0.0,0.525,0.033,0.0,0.364,0.0,0.0,0.042
Nicolas Batum,N. Batum,2015-16,0.105,0.46,0.835,0.014,0.582,0.644,0.13,0.627,0.51,0.854,0.521,0.0,0.315,0.49
Nicolas Batum,N. Batum,2016-17,0.161,0.384,0.387,0.723,0.021,0.596,0.533,0.775,0.852,0.375,0.178,0.0,0.753,0.729
Nicolas Batum,N. Batum,2017-18,0.701,0.172,0.448,0.456,0.0,0.089,0.433,0.451,0.098,0.442,0.414,0.0,0.358,0.435
Nicolas Batum,N. Batum,2018-19,0.474,0.621,0.248,0.469,0.085,0.586,0.877,0.629,0.177,0.309,0.641,0.346,0.0,0.774
Nicolas Batum,N. Batum,2019-20,0.339,0.591,0.952,0.0,0.0,0.327,0.0,0.0,0.0,0.014,0.026,0.0,0.0,0.87
Nicolas Batum,N. Batum,2020-21,0.204,0.764,0.298,0.239,0.957,0.61,0.874,0.201,0.24,0.981,0.064,0.092,0.106,0.837
Nicolas Batum,N. Batum,2021-22,0.565,0.546,0.351,0.388,0.126,0.709,0.573,0.628,0.246,0.091,0.436,0.574,0.0,0.946
Nicolas Batum,N. Batum,2022-23,0.438,0.434,0.687,0.114,0.232,0.442,0.9,0.0,0.078,0.0,0.0,0.302,0.0,0.697
Nicolas Batum,N. Batum,2023-24,0.481,0.801,0.0,0.654,0.248,0.757,0.788,0.097,0.0,0.0,0.0,0.892,0.0,0.0
Nicolas Batum,N. Batum,2024-25,0.749,0.051,0.858,0.829,0.755,0.939,0.034,0.0,0.052,0.0,0.0,0.171,0.0,0.812
Nicolo Melli,N. Melli,2019-20,0.616,0.218,0.489,0.57,0.044,0.314,0.434,0.0,0.617,0.635,0.0,0.576,0.542,0.616
Nicolo Melli,N. Melli,2020-21,0.0,0.0,0.0,0.0,0.0,0.887,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.28150000000000003
Nigel Hayes,N. Hayes,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Nik Stauskas,N. Stauskas,2015-16,0.859,0.241,0.389,0.0,0.788,0.351,0.586,0.453,0.259,0.727,0.162,0.0,0.0,0.469
Nik Stauskas,N. Stauskas,2016-17,0.66,0.844,0.479,0.371,0.053,0.652,0.543,0.417,0.73,0.502,0.275,0.0,0.0,0.625
Nik Stauskas,N. Stauskas,2017-18,0.431,0.96,0.191,0.0,0.0,0.757,0.0,0.576,0.0,0.193,0.478,0.0,0.0,0.94
Nik Stauskas,N. Stauskas,2018-19,0.526,0.6599999999999999,0.4195,0.0,0.1785,0.218,0.04,0.6855,0.108,0.6015,0.8145,0.0,0.0,0.5565
Nikola Jokić,N. Jokić,2015-16,0.0,0.661,0.0,0.231,0.628,0.484,0.562,0.0,0.851,0.0,0.0,0.479,0.776,0.643
Nikola Jokić,N. Jokić,2016-17,0.652,0.598,0.0,0.305,0.805,0.291,0.82,0.0,0.582,0.389,0.0,0.748,0.947,0.764
Nikola Jokić,N. Jokić,2017-18,0.0,0.06,0.967,0.498,0.188,0.511,0.32,0.0,0.634,0.369,0.679,0.444,0.647,0.895
Nikola Jokić,N. Jokić,2018-19,0.0,0.901,0.0,0.538,0.651,0.79,0.732,0.238,0.555,0.888,0.432,0.389,0.755,0.408
Nikola Jokić,N. Jokić,2019-20,0.11,0.0,0.108,0.346,0.839,0.743,0.544,0.0,0.561,0.635,0.289,0.387,0.858,0.465
Nikola Jokić,N. Jokić,2020-21,0.927,0.909,0.0,0.714,0.757,0.058,0.762,0.0,0.833,0.719,0.894,0.626,0.725,0.863
Nikola Jokić,N. Jokić,2021-22,0.0,0.0,0.0,0.576,0.379,0.501,0.741,0.0,0.7,0.753,0.89,0.444,0.911,0.647
Nikola Jokić,N. Jokić,2022-23,0.0,0.0,0.0,0.254,0.884,0.312,0.735,0.0,0.525,0.643,0.517,0.906,0.952,0.855
Nikola Jokić,N. Jokić,2023-24,0.119,0.665,0.838,0.592,0.833,0.491,0.558,1.0,0.72,0.85,0.606,0.737,0.808,0.579
Nikola Jokić,N. Jokić,2024-25,0.0,0.0,0.786,0.175,0.0,0.155,0.816,0.892,0.821,0.744,0.808,0.831,0.731,0.956
Nikola Jović,N. Jović,2022-23,0.0,0.0,0.0,0.0,0.0,0.148,0.711,0.0,0.0,0.0,0.0,0.076,0.0,0.051
Nikola Jović,N. Jović,2023-24,0.0,0.0,0.594,0.973,0.968,0.353,0.339,0.0,0.052,0.0,0.0,0.06,0.0,0.893
Nikola Jović,N. Jović,2024-25,0.857,0.549,0.876,0.123,0.058,0.947,0.895,0.718,0.506,0.255,0.349,0.101,0.558,0.464
Nikola Mirotic,N. Mirotic,2015-16,0.152,0.146,0.195,0.536,0.192,0.397,0.362,0.128,0.687,0.907,0.024,0.571,0.475,0.851
Nikola Mirotic,N. Mirotic,2016-17,0.586,0.785,0.833,0.233,0.38,0.887,0.426,0.165,0.911,0.055,0.0,0.427,0.089,0.622
Nikola Mirotic,N. Mirotic,2017-18,0.0,0.7404999999999999,0.4415,0.1915,0.3365,0.7725,0.8795,0.762,0.9385,0.3915,0.7635000000000001,0.1685,0.40700000000000003,0.8374999999999999
Nikola Mirotic,N. Mirotic,2018-19,0.446,0.0155,0.3105,0.821,0.1785,0.5165000000000001,0.4625,0.166,0.7569999999999999,0.7765,0.0,0.191,0.8335,0.47750000000000004
Nikola Pekovic,N. Pekovic,2015-16,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.507,0.189,0.0
Nikola Vučević,N. Vučević,2015-16,0.0,0.94,0.0,0.437,0.554,0.783,0.234,0.267,0.51,0.755,0.111,0.333,0.758,0.566
Nikola Vučević,N. Vučević,2016-17,0.0,0.757,0.0,0.548,0.646,0.428,0.571,0.117,0.585,0.359,0.0,0.22,0.268,0.248
Nikola Vučević,N. Vučević,2017-18,0.0,0.905,0.0,0.177,0.718,0.616,0.267,0.195,0.312,0.08,0.0,0.285,0.221,0.225
Nikola Vučević,N. Vučević,2018-19,0.0,0.938,0.0,0.596,0.721,0.593,0.579,0.0,0.294,0.556,0.0,0.611,0.5,0.281
Nikola Vučević,N. Vučević,2019-20,0.19,0.0,0.0,0.552,0.474,0.225,0.586,0.0,0.384,0.635,0.0,0.553,0.303,0.399
Nikola Vučević,N. Vučević,2020-21,0.0,0.0,0.0,0.058499999999999996,0.4365,0.5785,0.8665,0.47,0.736,0.2405,0.0,0.41200000000000003,0.519,0.35450000000000004
Nikola Vučević,N. Vučević,2021-22,0.0,0.594,0.291,0.474,0.616,0.407,0.446,0.163,0.339,0.261,0.0,0.249,0.361,0.312
Nikola Vučević,N. Vučević,2022-23,0.011,0.555,1.0,0.507,0.541,0.079,0.693,0.889,0.143,0.502,0.0,0.438,0.683,0.585
Nikola Vučević,N. Vučević,2023-24,0.091,0.347,0.0,0.585,0.428,0.584,0.418,0.0,0.769,0.5,0.0,0.462,0.338,0.0
Nikola Vučević,N. Vučević,2024-25,0.0,0.475,0.649,0.548,0.929,0.254,0.731,0.0,0.617,0.869,0.0,0.504,0.685,0.537
Noah Clowney,N. Clowney,2023-24,0.0,0.0,0.883,0.0,0.0,0.266,0.9,0.0,0.329,0.0,0.0,0.052,0.0,0.744
Noah Clowney,N. Clowney,2024-25,0.023,0.982,0.683,0.336,0.229,0.668,0.0,0.062,0.701,0.399,0.0,0.073,0.0,0.285
Noah Vonleh,N. Vonleh,2015-16,0.0,0.132,0.027,0.676,0.824,0.651,0.203,0.0,0.411,0.0,0.0,0.091,0.036,0.091
Noah Vonleh,N. Vonleh,2016-17,0.0,0.757,0.0,0.476,0.156,0.661,0.103,0.0,0.229,0.0,0.0,0.817,0.079,0.433
Noah Vonleh,N. Vonleh,2017-18,0.0,0.0,0.5945,0.7985,0.166,0.7795,0.173,0.0,0.171,0.0,0.0,0.374,0.431,0.397
Noah Vonleh,N. Vonleh,2018-19,0.22,0.135,0.495,0.422,0.226,0.262,0.382,0.0,0.315,0.0,0.447,0.346,0.559,0.501
Noah Vonleh,N. Vonleh,2019-20,0.0,0.0,0.0,0.517,0.907,0.408,0.561,0.0,0.67,0.0,0.0,0.092,0.764,0.322
Noah Vonleh,N. Vonleh,2022-23,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman Powell,N. Powell,2015-16,0.127,0.639,0.796,0.0,0.895,0.13,0.13,0.0,0.0,0.073,0.626,0.0,0.0,0.613
Norman Powell,N. Powell,2016-17,0.757,0.312,0.591,0.052,0.373,0.141,0.057,0.628,0.906,0.575,0.847,0.0,0.0,0.456
Norman Powell,N. Powell,2017-18,0.469,0.951,0.673,0.08,0.806,0.365,0.521,0.98,0.843,0.731,0.22,0.0,0.0,0.306
Norman Powell,N. Powell,2018-19,0.419,0.413,0.672,0.0,0.707,0.83,0.26,0.689,0.023,0.776,0.623,0.0,0.0,0.947
Norman Powell,N. Powell,2019-20,0.939,0.441,0.264,0.278,0.793,0.912,0.904,0.895,0.921,0.586,0.45,0.0,0.0,0.885
Norman Powell,N. Powell,2020-21,0.5335,0.663,0.2855,0.0,0.511,0.6065,0.683,0.5455,0.648,0.5025,0.6405,0.0,0.0,0.851
Norman Powell,N. Powell,2021-22,0.03,0.169,0.821,0.3245,0.045,0.7075,0.1785,0.813,0.4365,0.1305,0.8465,0.0,0.0,0.974
Norman Powell,N. Powell,2022-23,0.338,0.87,0.351,0.0,0.949,0.246,0.906,0.811,0.882,0.438,0.88,0.378,0.0,0.826
Norman Powell,N. Powell,2023-24,0.643,0.153,0.921,0.654,0.171,0.0,0.91,0.764,0.729,0.685,0.401,0.294,0.0,0.981
Norman Powell,N. Powell,2024-25,0.81,0.475,0.129,0.717,0.062,0.104,0.054,0.842,0.778,0.769,0.875,0.0,0.0,0.914
Norris Cole,N. Cole,2015-16,0.618,0.613,0.091,0.0,0.288,0.048,0.0,0.271,0.404,0.0,0.641,0.0,0.0,0.229
Norvel Pelle,N. Pelle,2019-20,0.0,0.0,0.0,0.0,0.0,0.719,0.052,0.0,0.0,0.0,0.0,0.36,0.0,0.0
O.J. Mayo,O. Mayo,2015-16,0.725,0.69,0.882,0.0,0.987,0.93,0.008,0.619,0.118,0.069,0.231,0.0,0.036,0.507
OG Anunoby,O. Anunoby,2017-18,0.806,0.678,0.336,0.726,0.208,0.81,0.953,0.439,1.0,0.0,0.035,0.0,0.0,0.636
OG Anunoby,O. Anunoby,2018-19,0.351,0.992,0.375,0.0,0.89,0.672,0.434,0.316,0.768,0.0,0.101,0.0,0.089,0.313
OG Anunoby,O. Anunoby,2019-20,0.087,0.678,0.66,0.913,0.856,0.245,0.285,0.687,0.832,0.276,0.585,0.562,0.09,0.667
OG Anunoby,O. Anunoby,2020-21,1.0,0.113,0.311,0.407,0.575,0.451,0.432,0.562,0.587,0.467,0.387,0.714,0.119,0.786
OG Anunoby,O. Anunoby,2021-22,0.14,0.637,0.588,0.911,0.319,0.782,0.95,0.294,0.523,0.489,0.229,0.242,0.296,0.661
OG Anunoby,O. Anunoby,2022-23,0.704,0.912,0.59,0.557,0.807,0.123,0.912,0.568,0.49,0.176,0.283,0.0,0.144,0.656
OG Anunoby,O. Anunoby,2023-24,0.3155,0.5575,0.2575,0.1035,0.4775,0.387,0.4235,0.6435,0.4605,0.33999999999999997,0.2485,0.0,0.0,0.5105
OG Anunoby,O. Anunoby,2024-25,0.927,0.351,0.0,0.615,0.318,0.0,0.755,0.638,0.0,0.136,0.923,0.185,0.362,0.0
Obi Toppin,O. Toppin,2020-21,0.237,0.984,0.189,0.199,0.49,0.89,0.874,0.0,0.066,0.0,0.0,0.257,0.738,0.504
Obi Toppin,O. Toppin,2021-22,0.719,0.0,0.471,0.105,0.854,0.829,0.779,0.0,0.303,0.0,0.0,0.113,0.828,0.395
Obi Toppin,O. Toppin,2022-23,0.805,0.0,0.437,0.302,0.291,0.287,0.83,0.538,0.171,0.779,0.096,0.302,0.0,0.481
Obi Toppin,O. Toppin,2023-24,0.276,0.545,0.104,0.564,0.274,0.356,0.979,0.914,0.443,0.14,0.578,0.255,0.22,0.0
Obi Toppin,O. Toppin,2024-25,0.816,0.0,0.744,0.829,0.723,0.246,0.888,0.236,0.744,0.0,0.885,0.698,0.969,0.38
Ochai Agbaji,O. Agbaji,2022-23,0.562,0.521,0.213,0.0,0.008,0.944,0.563,0.975,0.198,0.445,0.172,0.0,0.0,0.789
Ochai Agbaji,O. Agbaji,2023-24,0.197,0.353,0.5845,0.0,0.108,0.216,0.14250000000000002,0.0645,0.146,0.20850000000000002,0.0,0.0,0.0,0.1905
Ochai Agbaji,O. Agbaji,2024-25,0.137,0.804,0.359,0.877,0.643,0.765,0.221,0.247,0.0,0.227,0.214,0.789,0.0,0.778
Okaro White,O. White,2016-17,0.0,0.11,0.861,0.502,0.003,0.976,0.583,0.0,0.19,0.0,0.0,0.0,0.0,0.303
Okaro White,O. White,2017-18,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909
Olivier Sarr,O. Sarr,2021-22,0.0,0.0,0.0,0.301,0.854,0.269,0.847,0.0,0.507,0.0,0.0,0.218,0.0,0.848
Olivier Sarr,O. Sarr,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897,0.0,0.0
Olivier-Maxence Prosper,O. Prosper,2024-25,0.9,0.88,0.77,0.0,0.0,0.759,0.0,0.0,0.957,0.0,0.0,0.855,0.0,0.094
Omari Johnson,O. Johnson,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835
Omari Spellman,O. Spellman,2018-19,0.009,0.876,0.272,0.112,1.0,0.551,0.08,0.0,0.228,0.0,0.0,0.829,0.0,0.382
Omari Spellman,O. Spellman,2019-20,0.0,0.0,0.136,0.451,0.195,0.086,0.331,0.0,0.087,0.344,0.0,0.41,0.135,0.725
Omer Asik,O. Asik,2015-16,0.0,0.167,0.0,0.612,0.395,0.792,0.444,0.0,0.013,0.0,0.0,0.461,0.0,0.0
Omer Asik,O. Asik,2016-17,0.0,0.0,0.0,0.969,0.317,0.983,0.109,0.0,0.0,0.0,0.0,0.931,0.0,0.0
Omer Yurtseven,O. Yurtseven,2021-22,0.0,0.0,0.0,0.649,0.354,0.074,0.202,0.0,0.119,0.0,0.0,0.471,0.124,0.15
Omer Yurtseven,O. Yurtseven,2023-24,0.0,0.0,0.656,0.346,0.285,0.008,0.144,0.0,0.223,0.0,0.0,0.294,0.187,0.0
Omri Casspi,O. Casspi,2015-16,0.359,0.548,0.088,0.837,0.946,0.642,0.246,0.957,0.283,0.902,0.107,0.219,0.986,0.697
Omri Casspi,O. Casspi,2016-17,0.0,0.0,0.0445,0.0,0.0,0.5415,0.4965,0.0,0.0,0.0525,0.0,0.0,0.0,0.0885
Omri Casspi,O. Casspi,2017-18,0.341,0.736,0.402,0.0,0.0,0.575,0.221,0.0,0.586,0.0,0.0,0.0,0.951,0.739
Omri Casspi,O. Casspi,2018-19,0.351,0.185,0.64,0.0,0.0,0.805,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.418
Onuralp Bitim,O. Bitim,2023-24,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115
Onyeka Okongwu,O. Okongwu,2020-21,0.0,0.0,0.0,0.122,0.599,0.347,0.578,0.0,0.079,0.0,0.0,0.912,0.863,0.0
Onyeka Okongwu,O. Okongwu,2021-22,0.687,0.0,1.0,0.115,0.645,0.924,0.725,0.0,0.401,0.0,0.0,0.949,0.302,0.0
Onyeka Okongwu,O. Okongwu,2022-23,0.389,0.107,0.59,0.269,0.887,0.788,0.749,0.0,0.271,0.0,0.0,0.757,0.916,0.223
Onyeka Okongwu,O. Okongwu,2023-24,0.0,0.0,0.157,0.346,0.129,0.058,0.808,0.0,0.271,0.0,0.0,0.845,0.788,0.688
Onyeka Okongwu,O. Okongwu,2024-25,0.0,0.956,0.493,0.754,0.435,0.241,0.585,0.0,0.398,0.0,0.0,0.798,0.915,0.435
Orlando Robinson,O. Robinson,2022-23,0.0,0.0,0.0,0.0,0.196,0.233,0.039,0.0,0.254,0.0,0.0,0.667,0.0,0.0
Orlando Robinson,O. Robinson,2024-25,0.0,0.0,0.3735,0.4365,0.0,0.338,0.0155,0.0,0.0215,0.0,0.0,0.107,0.279,0.007
Oscar Tshiebwe,O. Tshiebwe,2024-25,0.0,0.0,0.789,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oshae Brissett,O. Brissett,2020-21,0.0,0.0,0.646,0.0,0.641,0.961,0.959,0.0,0.0,0.0,0.0,0.0,0.0,0.823
Oshae Brissett,O. Brissett,2021-22,0.852,0.177,0.172,0.244,0.048,0.43,0.143,0.228,0.471,0.853,0.101,0.222,0.0,0.409
